"","gcomp","iptw","iptw.cov","tmle","tmle.cov"
"1",-0.105405698531426,-0.149264723233717,1,-0.189200424578044,0
"2",-0.0498449559547809,-0.0538224556036499,1,0.0257268246949081,1
"3",-0.0384138601074696,0.157049815182912,1,-0.0433329297250979,0
"4",-0.0125275688488627,-0.0341776135744148,1,-0.0238704859323586,1
"5",0.0209237101886764,0.126618587585313,1,0.0157495399466732,1
"6",0.000657990332241412,-0.279826473791474,0,-0.324613644150735,0
"7",-0.0502226590300566,0.0917661631936567,1,0.0491067390429491,1
"8",0.0483832283102816,0.0812324986872264,1,-0.0616467457358705,0
"9",-0.0497409693186532,0.0567384305099034,1,-0.0253148915363305,1
"10",0.0152536975096009,-0.00811705026879256,1,-0.0415333963695841,0
"11",0.0259371538826546,0.0195803497275573,1,0.029933936144977,1
"12",-0.00713462421688653,-0.0968897408636557,1,0.0356435895741761,1
"13",0.0448068062895123,0.263358312775602,1,0.179515061068825,1
"14",0.116861147604804,-0.0530022713935569,1,0.115840613761809,1
"15",0.0103828904789731,-0.0435924767189153,1,-0.103373414615038,0
"16",-0.0567857894322575,-0.127355934036628,1,-0.0919415533954654,0
"17",0.0802411539363984,-0.0121597352563562,1,0.0750699046700091,1
"18",0.01230959085457,-0.0822809673528888,1,-0.0482003623001148,1
"19",0.123112397219754,0.373105163902942,0,0.184015120366278,0
"20",0.00667199839220241,-0.13014174512752,1,0.312981827565877,0
"21",0.0631842644058057,0.0101383338351997,1,0.0573308871131287,1
"22",-0.0142146307724558,0.284374861505369,1,-0.0914199457840302,0
"23",-0.0923477030121322,-0.282209883718491,0,-0.357187400470436,0
"24",-0.0528117066782016,0.313889547795514,1,0.0773675523135329,1
"25",-0.0599318042348576,-0.127937886232156,0,-0.197123715160055,0
"26",-0.0903466833836775,-0.285134479630062,0,-0.333333499028685,0
"27",-0.124266979697344,-0.307092504757083,0,-0.301433348815023,0
"28",-0.0192606905995678,-0.501641542619163,0,-0.369362269393146,0
"29",0.0113928719661187,-0.241626793372586,1,-0.0880352819181481,0
"30",0.042372909328188,-0.00719973302928523,1,-0.000609667869660768,1
"31",-0.0361721225006003,0.132506526632704,1,-0.00907648523922003,1
"32",0.05162154528886,0.315662980728014,0,0.227416900557618,0
"33",-0.119486474080722,-0.448668917858567,0,-0.420383492135363,0
"34",0.0286317022945559,0.0231914597188846,1,-0.0669992752350647,0
"35",-0.0461749155480731,0.0300899265936913,1,-0.0488898893154288,0
"36",-0.0790050022558219,0.0879032349667837,1,-0.0157948315342587,1
"37",-0.060111283110324,0.0898684366753179,1,-0.0919232720078212,0
"38",-0.0164921214773854,0.0742385715891932,1,-0.0696011113287663,0
"39",0.0461329834118298,0.0887922234161085,1,0.0631162262722665,1
"40",-0.0159737245755992,0.0901030826455503,1,-0.00323529532697796,1
"41",-0.0275557191864421,0.11049147559746,1,-0.0838463111218276,0
"42",0.0708114093907468,-0.0979540035073888,1,-0.0645943410768404,0
"43",-0.00510341076945452,-0.226333166413426,0,-0.295290491904842,0
"44",-0.0167653486163335,-0.0813581514277144,1,-0.0582919054039796,0
"45",-0.0980897968692918,-0.292314678861124,0,-0.35327816510956,0
"46",-0.063540826221384,-0.161775168532934,0,-0.0599170181815838,0
"47",0.0201561239036224,0.0275974917372257,1,-0.0118164360235338,1
"48",-0.177611135511123,-0.196173308796759,0,-0.172600499734887,0
"49",0.0717752726231909,-0.0445346377913293,1,-0.0105021327824962,1
"50",-0.0205595492380241,0.148592835709073,1,-0.0420521188402492,1
"51",-0.0581816137986803,-0.0044473927887525,1,-0.0269273837651592,1
"52",0.0468497800630052,0.420674545128397,0,0.200497368613807,0
"53",0.0273434951798135,0.00212379744273412,1,0.163008824972006,1
"54",-0.0177301683835865,0.00319978713600405,1,-0.0694160963277727,0
"55",-0.0486337649341271,0.602841130638143,0,0.0832786527717539,1
"56",0.0230479537555126,-0.0021334145674875,1,-0.00106275472483386,1
"57",0.0610626716134956,-0.222450139103852,0,-0.107812810039188,0
"58",-0.0109420754736881,-0.302017606410862,0,-0.071507805066294,0
"59",0.0251667490188027,-0.0201427453119849,1,0.0359134416412418,1
"60",0.061748607097481,-0.102785183730049,1,-0.0416101719774986,0
"61",-0.0706002773034626,-0.199324324321978,0,-0.10421463929214,0
"62",0.00778433097736764,-0.185597528074187,0,0.0331002340847875,1
"63",0.115297211250177,-0.0758915008416468,1,0.0467380406035801,1
"64",0.100427247876948,0.356288737457523,0,0.0657226720078362,1
"65",0.131583205335215,0.253455127211482,1,0.166749491420949,1
"66",-0.116440253466725,-0.234458367160623,0,-0.100151378008246,0
"67",-0.0774113330344499,-0.1376137739227,1,-0.0411312676792257,1
"68",-0.0250169801669946,0.0344868726101456,1,-0.0531346017694481,0
"69",0.0650030270868533,-0.142530784683476,0,-0.0255355728460863,1
"70",0.161849683700488,0.302032341543608,0,0.246483153308427,0
"71",-0.0161389069392706,-0.272085410517477,0,-0.0437574938120215,0
